Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
08/04/2018,177,22,2.7,88,2.0,621,0.9,0.0,0.0,0.0,Spring,No Holiday,Yes
08/04/2018,182,23,2.9,85,0.9,829,0.6,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,197,0,3.2,84,0.6,785,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,140,1,2.8,87,0.8,462,0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,97,2,2.2,88,0.5,508,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,52,3,1.6,94,0.3,426,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,43,4,1.1,95,0.5,345,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,91,5,0.7,96,1.0,206,0.1,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,239,6,0.1,97,0.6,77,-0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,651,7,0.6,97,1.3,66,0.1,0.05,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1163,8,1.0,97,0.9,148,0.5,0.22,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,682,9,2.6,96,1.1,316,2.0,0.87,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,506,10,5.2,73,1.0,668,0.7,2.08,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,644,11,7.5,54,0.9,1013,-1.2,2.49,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,799,12,10.4,44,1.7,1235,-1.3,2.93,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,869,13,12.4,32,1.7,1441,-3.8,3.06,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,921,14,13.9,26,2.5,1537,-5.3,2.99,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1038,15,14.2,24,1.8,1743,-6.1,2.6,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1185,16,15.3,24,1.5,1534,-5.1,2.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1479,17,15.3,26,0.9,1257,-4.1,1.39,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,2401,18,14.8,24,1.3,1514,-5.6,0.69,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1599,19,13.4,33,1.2,1356,-2.5,0.15,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1362,20,11.7,34,0.9,1393,-3.6,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1232,21,10.3,38,0.5,1433,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,1069,22,9.6,41,0.5,1428,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
09/04/2018,623,23,9.6,43,1.2,1333,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,485,0,9.0,46,1.2,1259,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,376,1,9.0,44,1.0,1314,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,250,2,8.8,43,1.0,1490,-3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,149,3,8.1,48,0.8,1455,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,102,4,7.5,48,1.0,1458,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,123,5,7.1,53,0.8,1392,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,370,6,6.9,51,0.9,1546,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,981,7,7.2,50,1.1,1454,-2.5,0.1,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,1702,8,9.6,38,1.4,1527,-4.0,0.58,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,982,9,11.9,35,1.1,1664,-3.1,0.95,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,703,10,15.2,31,1.6,1757,-1.8,1.84,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,839,11,18.5,27,1.3,1610,-0.8,2.59,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,1023,12,20.5,37,4.6,1761,5.2,2.94,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,967,13,21.9,34,5.1,1861,5.3,2.77,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,913,14,21.2,35,7.4,1992,5.1,1.8,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,933,15,21.4,33,4.8,1998,4.4,1.63,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,1080,16,20.9,34,5.8,2000,4.4,1.37,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,1004,17,20.6,39,5.6,2000,6.1,0.74,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,1805,18,19.7,52,7.2,2000,9.5,0.2,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,1153,19,19.2,55,5.8,2000,9.9,0.01,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,336,20,19.1,58,6.1,2000,10.6,0.0,0.0,0.0,Spring,No Holiday,Yes
10/04/2018,133,21,17.5,70,7.3,1634,11.9,0.0,0.5,0.0,Spring,No Holiday,Yes
10/04/2018,75,22,15.8,83,5.4,691,12.9,0.0,1.5,0.0,Spring,No Holiday,Yes
10/04/2018,212,23,15.1,83,4.1,1147,12.2,0.0,3.0,0.0,Spring,No Holiday,Yes
11/04/2018,0,0,14.4,82,4.6,1041,11.3,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,1,13.6,81,3.6,886,10.3,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,2,12.7,80,3.9,885,9.3,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,3,11.6,81,3.1,687,8.4,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,4,10.2,83,3.5,554,7.4,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,5,9.7,84,1.7,447,7.1,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,6,9.0,86,2.0,442,6.7,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,7,8.8,85,1.1,438,6.4,0.11,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,8,9.7,77,1.6,519,5.8,0.68,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,9,11.8,59,2.1,975,4.0,1.44,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,10,13.3,51,4.1,1487,3.3,2.17,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,11,14.9,44,4.0,1468,2.7,2.75,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,12,15.7,46,3.9,1132,4.0,3.05,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,13,15.6,38,4.7,1558,1.3,3.32,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,14,16.4,28,3.4,1804,-2.1,3.16,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,15,17.0,28,3.5,1804,-1.6,2.9,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,16,16.9,23,4.4,1938,-4.4,2.39,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,17,16.2,22,4.1,2000,-5.5,1.73,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,18,15.2,21,2.9,2000,-7.0,0.94,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,19,13.2,28,2.9,2000,-4.9,0.22,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,20,11.9,33,2.0,2000,-3.8,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,21,11.0,34,2.1,2000,-4.2,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,22,10.3,42,1.0,1923,-2.0,0.0,0.0,0.0,Spring,No Holiday,No
11/04/2018,0,23,9.7,45,2.0,1969,-1.6,0.0,0.0,0.0,Spring,No Holiday,No
12/04/2018,504,0,9.5,40,2.4,1987,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,374,1,8.9,40,2.1,2000,-3.9,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,269,2,8.1,45,1.0,2000,-3.1,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,182,3,7.8,49,1.4,1972,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,98,4,7.5,53,1.0,1701,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,144,5,7.1,57,0.8,1746,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,375,6,7.1,55,1.8,1780,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1054,7,7.6,54,1.7,1690,-1.1,0.13,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1789,8,8.9,48,1.1,1444,-1.5,0.69,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,952,9,11.5,43,1.7,1818,-0.6,1.43,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,686,10,13.8,39,2.3,1659,0.0,2.09,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,829,11,16.2,30,2.4,1700,-1.4,2.68,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,969,12,17.5,20,4.6,2000,-5.7,3.07,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1029,13,18.1,18,5.1,1939,-6.6,3.2,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,990,14,18.8,27,4.9,1888,-0.6,3.13,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1074,15,19.4,24,3.9,2000,-1.7,2.86,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1273,16,18.8,23,4.2,1956,-2.7,2.39,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1664,17,18.6,22,3.7,1978,-3.5,1.72,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,2359,18,17.9,16,3.7,2000,-8.3,0.92,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1641,19,15.9,14,2.8,2000,-11.6,0.25,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1319,20,14.2,15,2.6,2000,-12.1,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1241,21,13.4,15,2.7,2000,-12.7,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,1142,22,13.5,15,2.2,2000,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes
12/04/2018,772,23,12.6,16,1.7,2000,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,525,0,11.4,22,1.5,2000,-9.6,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,432,1,10.0,23,0.7,2000,-10.2,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,257,2,9.7,23,1.4,2000,-10.4,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,167,3,9.9,27,1.3,2000,-8.2,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,112,4,9.7,29,1.8,2000,-7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,156,5,9.1,34,0.9,2000,-5.9,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,368,6,8.3,35,0.3,2000,-6.2,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,999,7,8.8,33,1.2,2000,-6.6,0.11,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1721,8,10.6,27,1.1,2000,-7.6,0.39,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,982,9,13.2,22,1.1,2000,-8.0,0.93,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,741,10,15.7,18,1.6,1980,-8.6,1.66,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,867,11,16.9,15,1.7,1994,-9.9,1.8,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1095,12,18.2,15,1.6,2000,-8.9,2.27,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,973,13,19.0,15,1.4,2000,-8.2,2.02,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1063,14,18.7,14,1.6,2000,-9.3,1.25,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1108,15,18.6,15,0.9,1991,-8.5,0.81,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1270,16,18.3,16,1.0,2000,-7.9,0.7,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1662,17,18.1,16,1.4,2000,-8.1,0.45,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,2404,18,17.5,18,1.3,2000,-7.1,0.23,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1641,19,16.9,19,0.5,2000,-6.9,0.06,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1359,20,16.2,22,0.9,2000,-5.5,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1311,21,16.4,24,2.9,1983,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,1178,22,16.3,25,2.0,2000,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes
13/04/2018,849,23,15.5,27,3.5,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,664,0,14.8,27,2.1,2000,-4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,513,1,14.1,25,1.8,2000,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,253,2,13.5,27,1.6,2000,-5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,62,3,12.1,41,1.0,2000,-0.7,0.0,0.2,0.0,Spring,No Holiday,Yes
14/04/2018,39,4,10.3,72,1.0,2000,5.4,0.0,0.8,0.0,Spring,No Holiday,Yes
14/04/2018,20,5,9.5,76,0.8,1962,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,12,6,8.7,80,1.1,1518,5.4,0.0,1.0,0.0,Spring,No Holiday,Yes
14/04/2018,18,7,8.2,88,0.7,607,6.3,0.01,2.0,0.0,Spring,No Holiday,Yes
14/04/2018,17,8,7.7,88,1.4,516,5.8,0.08,1.0,0.0,Spring,No Holiday,Yes
14/04/2018,17,9,7.5,94,1.5,506,6.5,0.15,1.5,0.0,Spring,No Holiday,Yes
14/04/2018,43,10,7.7,94,1.0,685,6.7,0.28,1.5,0.0,Spring,No Holiday,Yes
14/04/2018,52,11,8.1,94,1.2,802,7.1,0.39,0.5,0.0,Spring,No Holiday,Yes
14/04/2018,75,12,8.6,94,1.1,389,7.6,0.49,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,70,13,8.8,93,1.7,597,7.7,0.38,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,122,14,8.9,94,1.3,1129,7.9,0.29,0.5,0.0,Spring,No Holiday,Yes
14/04/2018,203,15,8.6,88,3.2,1211,6.7,0.17,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,445,16,8.9,87,1.8,2000,6.8,0.32,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,675,17,9.3,81,2.4,2000,6.1,0.52,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,706,18,9.6,79,1.8,2000,6.1,0.39,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,612,19,9.5,76,2.3,2000,5.4,0.02,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,640,20,9.4,76,2.6,1376,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,633,21,9.1,76,3.5,1113,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,586,22,8.8,77,3.2,1258,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
14/04/2018,503,23,8.4,77,3.8,1662,4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,475,0,7.8,78,1.8,1741,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,349,1,7.1,78,3.6,1662,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,254,2,6.7,80,2.8,1342,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,183,3,6.4,83,2.3,1158,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,110,4,6.0,84,1.7,951,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,65,5,5.8,85,1.3,829,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,102,6,5.6,85,1.2,769,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,223,7,5.8,83,1.1,733,3.1,0.15,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,401,8,7.0,78,0.9,656,3.4,0.56,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,513,9,8.6,66,1.7,881,2.5,1.16,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,582,10,10.3,62,2.1,914,3.3,1.76,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,797,11,11.8,57,2.6,1041,3.5,2.18,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,1105,12,12.5,53,3.4,1324,3.1,2.52,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,1229,13,13.5,46,3.4,1325,2.0,2.71,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,1083,14,13.7,50,3.7,1218,3.4,2.3,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,62,15,13.1,54,4.1,1264,3.9,1.98,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,124,16,12.0,61,3.6,1374,4.6,0.57,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,42,17,11.8,60,2.9,1457,4.2,0.6,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,343,18,11.9,58,2.2,1645,3.8,0.61,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,317,19,11.0,62,2.1,1661,3.9,0.19,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,297,20,10.3,62,2.0,1749,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,464,21,9.6,66,1.7,1850,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,620,22,9.0,65,1.7,1953,2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
15/04/2018,467,23,8.6,69,2.2,1730,3.2,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,401,0,8.3,59,2.1,1912,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,226,1,7.6,62,1.2,1885,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,126,2,7.1,64,0.9,1756,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,107,3,6.4,67,1.4,1668,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,75,4,5.9,68,0.7,1590,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,132,5,5.3,73,0.8,1474,0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,405,6,5.0,70,0.7,1739,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1049,7,5.0,67,1.0,1774,-0.6,0.18,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1713,8,6.9,54,0.7,1706,-1.7,0.85,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,922,9,10.1,42,0.8,1911,-2.2,1.57,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,700,10,12.4,34,1.2,1943,-3.0,2.24,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,855,11,14.1,32,1.3,2000,-2.3,2.67,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1052,12,15.5,33,2.5,1893,-0.7,3.1,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,973,13,16.6,30,2.3,1876,-1.0,3.21,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1016,14,18.0,28,1.6,1820,-0.8,3.11,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1145,15,18.4,25,2.0,1809,-2.0,2.8,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1452,16,18.5,24,3.0,1773,-2.4,2.27,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1753,17,18.7,21,2.5,1871,-4.1,1.65,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,2692,18,17.0,28,3.1,2000,-1.6,0.88,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1719,19,13.8,32,3.4,1992,-2.6,0.26,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1498,20,12.1,35,2.4,1954,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1355,21,11.1,39,1.5,1734,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,1099,22,10.8,33,0.9,2000,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes
16/04/2018,733,23,9.7,33,0.4,2000,-5.8,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,503,0,9.6,31,0.8,2000,-6.7,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,421,1,9.0,36,1.0,1994,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,237,2,8.4,45,0.9,1987,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,164,3,7.8,49,1.0,1975,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,110,4,7.6,52,0.4,1935,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,143,5,7.4,56,0.6,1746,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,406,6,6.9,57,0.5,1775,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1100,7,6.9,57,1.1,1633,-1.0,0.18,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1920,8,8.7,49,0.8,1520,-1.4,0.68,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1013,9,12.0,39,0.6,1386,-1.5,1.44,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,731,10,14.7,31,1.1,1240,-2.2,2.04,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,822,11,16.9,27,1.5,1354,-2.2,2.66,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1112,12,18.0,26,2.2,1459,-1.8,3.03,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1007,13,19.1,26,2.5,1134,-0.8,3.16,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1037,14,19.8,23,2.6,1472,-1.9,3.01,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1120,15,19.9,26,3.5,1628,-0.1,2.8,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1312,16,19.5,28,3.0,1605,0.4,2.24,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1632,17,18.3,29,4.3,1626,0.0,1.61,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1727,18,17.1,31,3.3,1501,-0.1,0.93,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1356,19,14.5,31,3.1,1558,-2.4,0.25,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1290,20,12.5,31,3.8,1746,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1320,21,11.7,31,2.6,1617,-4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,1071,22,11.0,34,1.2,1529,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
17/04/2018,680,23,10.1,41,1.1,1509,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,515,0,9.6,44,2.2,1417,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,375,1,8.9,45,2.1,1456,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,260,2,8.7,44,1.6,1684,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,164,3,7.9,45,0.7,1770,-3.3,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,105,4,7.2,49,0.8,1546,-2.8,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,154,5,6.7,50,1.6,1774,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,395,6,6.2,52,0.8,1609,-2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1083,7,6.4,51,1.0,1398,-3.0,0.19,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1815,8,8.3,36,0.6,1335,-5.9,0.82,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,987,9,11.2,31,1.7,1299,-5.3,1.59,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,761,10,13.7,26,2.3,1476,-5.4,2.25,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,845,11,15.5,22,1.4,1762,-6.1,2.82,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1047,12,16.5,17,3.3,1819,-8.6,3.13,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,975,13,17.7,16,2.8,1824,-8.4,3.27,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,967,14,18.9,15,1.8,1822,-8.3,3.17,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1149,15,19.0,21,3.3,1716,-3.8,2.88,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1346,16,18.5,22,2.7,1515,-3.6,2.27,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1738,17,17.8,26,3.3,1439,-1.9,1.63,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1918,18,16.6,33,3.4,1182,0.2,0.86,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,842,19,14.7,40,2.4,1207,1.2,0.21,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1346,20,13.0,41,2.3,1164,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1209,21,12.1,40,2.0,1308,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,1003,22,11.3,42,1.6,1189,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
18/04/2018,671,23,10.7,42,0.9,1236,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,520,0,9.8,44,1.4,1268,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,42,1,9.3,45,0.8,1263,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,281,2,8.8,49,0.7,1272,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,206,3,8.6,53,1.5,1185,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,125,4,8.3,53,1.1,1007,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,153,5,7.9,59,1.4,1005,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,367,6,7.6,55,1.2,1021,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,254,7,7.7,48,0.4,1110,-2.6,0.19,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,20,8,9.6,39,0.8,1003,-3.7,0.79,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,316,9,12.4,29,1.5,1380,-5.1,1.49,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,139,10,14.7,29,1.7,1070,-3.1,2.07,0.0,0.0,Spring,No Holiday,Yes
19/04/2018,795,11,16.1,23,2.5,1361,-5.0,2.52,0.0,0.0,Spring,No Holiday,Yes
